ID;Full Name;CODED CARD;Name;Expansion;Color;Card Type;DB Card Type 2;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Mod Direct Fire;Mod Land Destructor;Mod Draw Cards;Mod Discard;Mod Gain Life;Mod Damage Prevention;Mod Recycler;Mod Counter Spell;Mod Control;Mod Combat Manipulator;Mod Enchantments;Mod Artifacts;Mod Creature;Mod Creature Generator;Mod Damage Opponent;Mod Library Manipulation;Mod Dummy 1;Mod Dummy 2;Mod Dummy 3;Mod Dummy 4;AI Inc Power;AI Inc Toughness;AI Power;AI Toughness;AI Base Value;Dependent Arifact;Dependent Creature;Dependent Wall;Sleighted Color;VS Black;VS Blue;VS Green;VS Red;VS White;For Black;For Blue;For Green;For Red;For White;Count as Black;Count as Blue;Count as Green;Count as Red;Count as White;VS Black Land;VS Blue Land;VS Green Land;VS Red Land;VS White Land;For Black Land;For Blue Land;For Green Land;For Red Land;For White Land;Count as Black Land;Count as Blue Land;Count as Green Land;Count as Red Land;Count as White Land;AI Flying;AI Banding;AI Trample;AI First Strike;AI Wall;AI Landhome;Exp Rarity;Power;Toughness;Num of DB Abilities;DBA1;DBA2;DBA3;DBA4;DBA5;DBA6;DBA7;DBA8;Mana Source Colors;Inflatable;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;Subtype;Subtype 2;Type Text;Rules Text;Flavor Text;Damage Text;Effect Title Text;Effect Text;Legacy Title Text;Legacy Text
566;Anti-Magic Aura;0;Anti-Magic Aura;0100h;2;2;0;1;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0100h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Enchanted creature can't be the target of spells and can't be enchanted by enchantments except for Anti-Magic Aura.;;;;;;
567;Arboria;0;Arboria;0100h;5;2;0;4;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;211;Enchant World;Creatures can't attack a player who didn't play a spell and didn't put a card into play during his or her last turn.;;;;;;
568;Arcades Sabboth;1;Arcades Sabboth;0100h;4;7;0;2;2;0;2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01000h;7;7;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;64;110;Creature — E.Dragon Legend;Flying\nUntapped nonattacking creatures you control get +0/+2.\nAt the beginning of your upkeep, sacrifice Arcades Sabboth unless you pay |G|W|U.\n|W: Arcades Sabboth gets +0/+1 until end of turn.;;;PowerUp Effect;Arcades Sabboth gains +0/+|n until end of turn.;;
569;Arena of the Ancients;1;Ancients' Arena;0100h;3;1;0;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01000h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;Legends don't untap during their controllers' untap steps.\nWhen Arena of the Ancients comes into play, tap all Legends.;;;;;;
570;Avoid Fate;0;Avoid Fate;0100h;5;4;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Counter target instant or enchantment spell that targets a permanent you control.;;;;;;
571;Axelrod Gunnarson;1;Axelrod;0100h;4;7;7;2;4;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01000h;5;5;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;110;211;Creature — Legend;Trample\nWhenever a creature dealt damage by Axelrod Gunnarson this turn is put into a graveyard, you gain 1 life and Axelrod deals 1 damage to target player.;;;;;;
572;Ayesha Tanaka;0;Ayesha Tanaka;0100h;4;7;3;2;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;01000h;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;110;211;Creature — Legend;Banding\n|T: Counter target activated ability from an artifact source unless that ability's controller pays |W.;;;;;;
573;Azure Drake;1;Azure Drake;0100h;2;7;0;4;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;03100h;2;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;54;211;Creature — Drake;Flying.;Little dreamt could seem so cruel\nAs waiting for the wings outspread,\nThe jagged teeth, the burning eyes,\nAnd dagger-claws that clench to nerves. ;;;;;
574;Backdraft;0;Backdraft;0100h;7;3;0;4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;This turn, whenever target sorcery spell deals damage, Backdraft deals half that much damage, rounded down, to that spell's controller.;;;;;;
575;Backfire;1;Backfire;0100h;2;2;0;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;010h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;44;211;Enchant Creature;For each 1 damage dealt to you by enchanted creature, Backfire deals 1 damage to that creature's controller.;;;;;;
576;Barbary Apes;1;Barbary Apes;0100h;5;7;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;211;Creature — Ape;;Unpredictable in the extreme, these carnivorous apes will prey even upon their own kind.;;;;;
577;Barktooth Warbeard;1;Barktooth Warbeard;0100h;4;7;0;4;4;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;211;Creature — Legend;;He is devious and cunning, in both appearance and deed. Beware the Warbeard, for this brute bites as well as he barks!;;;;;
578;Bartel Runeaxe;1;Bartel Runeaxe;0100h;4;7;0;2;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;6;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;110;211;Creature — Legend;Bartel Runeaxe can't be the target of enchant creature spells.\nAttacking doesn't cause Bartel to tap.;Thundering down from Hammerheim, no foe could slow Barte's charge.;;;;;
579;Beasts of Bogardan;1;Beasts of Bogardan;0100h;7;7;0;4;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;48;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03000h;3;3;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;25;211;Creature — Beast;Protection from |Sred\nBeasts of Bogardan gets +1/+1 as long as any opponent controls a |Swhite permanent.;Bogardan is a land as volatile as the creatures who live there.;;;;;
580;Black Mana Battery;1;Black Mana Battery;0100h;3;1;10;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;090h;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;211;211;Artifact;|2, |T: Put a charge counter on Black Mana Battery.\n|T, Remove any number of charge counters from Black Mana Battery: Add |B to your mana pool, then add an additional |B to your mana pool for each charge counter removed this way.;;;;;;
581;Blazing Effigy;0;Blazing Effigy;0100h;7;7;4;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;211;Creature — Effigy;When Blazing Effigy is put into a graveyard from play, Blazing Effigy deals X damage to target creature, where X is 3 plus the amount of damage dealt to Blazing Effigy this turn by other sources named Blazing Effigy.;;;;;;
582;Blight;1;Blight;0100h;1;2;9;4;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0110h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;108;211;Enchant Land;When enchanted land becomes tapped, destroy it.;;;Blight Effect;Lands tapped while enchanted by a Blight are destroyed at end of turn.;;
583;Blood Lust;1;Blood Lust;0100h;7;3;0;4;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0510h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Target creature gets +4/-4 until end of turn. If this would reduce that creature's toughness to less than 1, it reduces it to 1 instead.;;;PowerUp Effect;Target creature gets +4/-4 until end of turn. Toughness is not reduced below 1 in this manner.;;
584;Blue Mana Battery;1;Blue Mana Battery;0100h;3;1;10;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;090h;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;211;211;Artifact;|2, |T: Put a charge counter on Blue Mana Battery.\n|T, Remove any number of charge counters from Blue Mana Battery: Add |U to your mana pool, then add an additional |U to your mana pool for each charge counter removed this way.;;;;;;
585;Boomerang;1;Boomerang;0100h;2;3;11;1;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57500h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Return target permanent to its owner's hand.;“Returne from whence ye came...”\n—Edmund Spenser, The Faerie Queene;;;;;
586;Boris Devilboon;1;Boris Devilboon;0100h;4;7;0;2;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;211;Creature — Legend;|2|B|R, |T: Put a 1/1 |Sblack and |Sred Minor Demon creature token into play.;;;;;;
587;Brine Hag;0;Brine Hag;0100h;2;7;0;4;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;211;Creature — Hag;When Brine Hag is put into a graveyard from play, all creatures that dealt damage to it this turn become 0/2. (This effect doesn't end at end of turn.);;;;;;
588;Bronze Horse;0;Bronze Horse;0100h;3;1;0;2;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01000h;4;4;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;44;211;Artifact Creature;Trample\nIf you control another creature, prevent all damage that would be dealt to Bronze Horse by spells that target it.;;;;;;
589;Carrion Ants;1;Carrion Ants;0100h;1;7;12;2;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0110h;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;211;Creature — Ant;|1: Carrion Ants gets +1/+1 until end of turn.;“War is no picnic,” my father liked to say. But the Ants seemed to disagree.;;PowerUp Effect;Carrion Ants gain +|n/+|n until end of turn.;;
590;Cat Warriors;1;Cat Warriors;0100h;5;7;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07500h;2;2;1;5;0;0;0;0;0;0;0;0;0;8;1;0;0;36;211;Creature — Cat-Warrior;|H2Forestwalk;These stealthy felines have survived so many battles that some believe they must possess many lives.;;;;;
591;Cathedral of Serra;0;Cathedral of Serra;0100h;6;5;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Land;"|SWhite Legends you control have ""bands with other Legends.""";;;;;;
592;Caverns of Despair;0;Caverns of Despair;0100h;7;2;11;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;211;Enchant World;No more than two creatures may attack each combat.\nNo more than two creatures may block each combat.;;;;;;
593;Chain Lightning;1;Chain Lightning;0100h;7;6;4;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Chain Lightning deals 3 damage to target creature or player. Then that player or that creatures controller may pay |R|R. If the player does, he or she may copy this spell and may choose a new target for that copy.;;;;;;
594;Chains of Mephistopheles;0;Chains of Mephisto;0100h;1;2;5;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;If a player would draw a card except the first one he or she draws in a draw step, that player discards a card from his or her hand instead. If the player discards a card, he or she draws a card. If the player doesn't discard a card, he or she puts the top card of his or her library into his or her graveyard.;;;;;;
595;Chromium;1;Chromium;0100h;4;7;0;2;2;2;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;09h;7;7;2;4;16;0;0;0;0;0;0;160;0;0;0;0;0;64;110;Creature — E.Dragon Legend;Flying\nAt the beginning of your upkeep, sacrifice Chromium unless you pay |W|U|B.\nRampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.);;;;;;
596;Cleanse;1;Cleanse;0100h;8;6;0;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Destroy all |Sblack creatures.;"The clouds broke and the sun's rays burst forth; each foul beast in its turn faltered, and was gone.";;;;;
597;Clergy of the Holy Nimbus;0;Holy Nimbus Clergy;0100h;8;7;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;151;211;Creature — Priest;If Clergy of the Holy Nimbus would be destroyed, regenerate it.\n|1: Clergy of the Holy Nimbus can't be regenerated this turn. Only any opponent may play this ability.;;;;;;
598;Cocoon;0;Cocoon;0100h;5;2;0;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;03000h;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;1;2;44;211;Enchant Creature;Cocoon can enchant only a creature you control.\nEnchanted creature doesn't untap during your untap step if Cocoon has a pupa counter on it.\nWhen Cocoon comes into play, tap enchanted creature and put three pupa counters on Cocoon.\nAt the beginning of your upkeep, remove a pupa counter from Cocoon. If you can't, sacrifice it and enchanted creature gets +1/+1 and gains flying. (This effect doesn't end at end of turn.);;;;;;
599;Concordant Crossroads;1;Concordant Roads;0100h;5;2;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01000h;0;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;205;211;Enchant World;All creatures have haste.;;;;;;
600;Cosmic Horror;1;Cosmic Horror;0100h;1;7;0;2;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;090h;7;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;94;211;Creature — Horror;First strike\nAt the beginning of your upkeep, unless you pay |3|B|B|B, sacrifice Cosmic Horror and it deals 7 damage to you.;“Then flashed the living lightning from her eyes,/ And screams of horror rend th' affrighted skies.”\n—Alexander Pope, The Rape of the Lock;;;;;
601;Craw Giant;1;Craw Giant;0100h;5;7;0;4;3;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;03100h;6;4;2;20;16;0;0;0;0;0;0;0;0;0;0;0;0;84;211;Creature — Giant;Trample\nRampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.);Harthag gave a jolly laugh as he surveyed the army before him. “Ho ho ho! Midgets! You think you can stand in my way?”;;;;;
602;Crevasse;0;Crevasse;0100h;7;2;0;4;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;0;0;211;211;Enchantment;Creatures with |H2mountainwalk may be blocked as though they didn't have |H2mountainwalk.;;;;;;
603;Crimson Kobolds;1;Crimson Kobolds;0100h;7;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;211;Creature — Kobold;Crimson Kobolds is |Sred.;“Kobolds are harmless.”\n—Bearand the Bold, epitaph;;;;;
604;Crimson Manticore;1;Crimson Manticore;0100h;7;7;4;2;2;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0990h;2;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;122;211;Creature — Manticore;Flying\n|R, |T: Crimson Manticore deals 1 damage to target attacking or blocking creature.;Manticores divide all beings into two categories: other manticores and dinner.;;;;;
605;Crookshank Kobolds;1;Crookshank Kobolds;0100h;7;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;211;Creature — Kobold;Crookshank Kobolds is |Sred.;The Crookshank military boasts a standing army of nearly twenty-four million, give or take twenty-two million.;;;;;
606;Cyclopean Mummy;1;Cyclopean Mummy;0100h;1;7;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;050h;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;211;Creature — Mummy;When Cyclopean Mummy is put into a graveyard from play, remove Cyclopean Mummy from the game.;The ritual of plucking out an eye to gain future sight is but a curse that enables the living to see their own deaths.;;;;;
607;D'Avenant Archer;1;D'Avenant Archer;0100h;8;7;4;1;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07500h;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;|T: D'Avenant Archer deals 1 damage to target attacking or blocking creature.;;;;;;
608;Dakkon Blackblade;1;Dakkon Blackblade;0100h;4;7;0;2;2;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01000h;100;100;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;110;211;Creature — Legend;Dakkon Blackblade's power and toughness are each equal to the number of lands you control.;"“My power is as vast as the plains; my strength is that of mountains. Each wave that crashes upon the shore thunders like blood in my veins.”\n—Dakkon Blackblade, Memoirs";;Invisible Effect;Each of Dakkon Blackblade's power and toughness equals the number of lands controller has in play.;;
609;Darkness;1;Darkness;0100h;1;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Prevent all combat damage that would be dealt this turn.;“If I must die, I will encounter darkness as a bride, / And hug it in my arms.”\n—William Shakespeare, Measure for Measure;;Combat Effect;Creatures deal no combat damage this turn.;;
610;Deadfall;0;Deadfall;0100h;5;2;0;4;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;0;211;211;Enchantment;Creatures with |H2forestwalk may be blocked as though they didn't have |H2forestwalk.;;;;;;
