Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
6084;0x00;Meteorite;14135;0b01000000;0xFF;0b00111110;0;5;0x00;0;0;0x00;0x0200CB09;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6085;0x00;Metrognome;3826;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x02003932;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11100001;0b00000000;0x00;1
6086;0x00;Metropolis Sprite;13005;0b00000010;0xFF;0b00000100;1;1;0x00;1;2;0x00;0x02009878;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
6087;0x00;Michiko Konda, Truth Seeker;7693;0b00000010;0x0E;0b00100000;1;3;0x00;2;2;0x00;0x0200642F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6088;0x00;Midnight Banshee;9603;0b00000010;0xFF;0b00000010;3;3;0x00;5;5;0x00;0x02007DC5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6089;0x00;Midnight Duelist;12423;0b00000010;0xFF;0b00100000;1;0;0x00;1;2;0x00;0x02005CE1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6090;0x00;Midnight Guard;12231;0b00000010;0xFF;0b00100000;1;2;0x00;2;3;0x00;0x02004E27;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6091;0x00;Midnight Haunting;12021;0b00010000;0xFF;0b00100000;1;2;0x00;0;0;0x00;0x02003EAF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001011;0b00000000;0x00;2
6092;0x00;Midnight Recovery;13006;0b00001000;0xFF;0b00000010;1;3;0x01;0;0;0x00;0x020098FA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6093;0x00;Midnight Ritual;4534;0b00001000;0xFF;0b00000011;1;2;0x00;0;0;0x00;0x02005089;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6094;0x00;Midsummer Revel;3827;0b00000100;0xFF;0b00001000;2;3;0x00;0;0;0x00;0x02003937;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;2
6095;0x00;Midvast Protector;12424;0b00000010;0xFF;0b00100000;1;3;0x00;2;3;0x00;0x02005CE6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6096;0x00;Might Makes Right;14136;0b00000100;0xFF;0b00010000;1;5;0x00;0;0;0x00;0x0200C979;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6097;0x00;Might of Alara;10174;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02001CEA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;3
6098;0x00;Might of Oaks;1085;0b00010000;0xFF;0b00001000;1;3;0x00;0;0;0x00;0x0200CD0C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;3
6099;0x00;Might of Old Krosa;8604;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02007019;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
6100;0x00;Might of the Masses;10993;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x02008608;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
6101;0x00;Might of the Nephilim;8235;0b00010000;0xFF;0b00001000;1;1;0x00;0;0;0x00;0x02006DD0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
6102;0x00;Might Sliver;1378;0b00000010;0xFF;0b00001000;1;4;0x00;2;2;0x00;0x02002B0E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
6103;0x00;Mightstone;506;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x0200C2EE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
6104;0x00;Mighty Emergence;10014;0b00000100;0xFF;0b00001000;1;2;0x00;0;0;0x00;0x020081E4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6105;0x00;Mighty Leap;11149;0b00010000;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x020026DB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000111;0b00000000;0x00;1
6106;0x00;Mijae Djinn;442;0b00000010;0x06;0b00010000;3;0;0x00;6;3;0x00;0x0200C23A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6107;0x00;Mikaeus, the Lunarch;12022;0b00000010;0x0E;0b00100000;1;255;0x00;16384;16384;0x00;0x02003D51;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01011000;0b00000000;0x00;2
6108;0x00;Mikaeus, the Unhallowed;12232;0b00000010;0x0E;0b00000010;3;3;0x00;5;5;0x00;0x02004D05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;3
6109;0x00;Mikokoro, Center of the Sea;7694;0b00000001;0x0F;0b00000001;0;0;0x00;0;0;0x00;0x02006434;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b10010001;0b00000000;0x00;0
6110;0x00;Military Intelligence;14137;0b00000100;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x0200C8D9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0b00001000;0b00000000;0x00;0
6111;0x00;Militia's Pride;9211;0b00000100;0xFF;0b00100000;1;1;0x00;0;0;0x00;0x02007988;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6112;0x00;Millennial Gargoyle;13007;0b01000010;0xFF;0b00000001;0;4;0x00;2;2;0x00;0x401000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6113;0x00;Millikin;5611;0b01000010;0xFF;0b00000001;0;2;0x00;0;1;0x00;0x02008D97;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
6114;0x00;Millstone;507;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02001902;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;-2
6115;0x00;Mimeofacture;8089;0b00001000;0xFF;0b00000100;1;3;0x00;0;0;0x00;0x02006BDC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6116;0x00;Mimic Vat;11305;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x02002AAF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;2
6117;0x00;Miming Slime;13008;0b00001000;0xFF;0b00001000;1;2;0x00;0;0;0x00;0x020099E0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6118;0x00;Minamo Scrollkeeper;7695;0b00000010;0xFF;0b00000100;1;1;0x00;2;3;0x00;0x0200C5B9;0b00000000;0b00000000;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6119;0x00;Minamo, School at Water's Edge;7304;0b00000001;0x0F;0b00000100;0;0;0x00;0;0;0x00;0x0200603D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
6120;0x00;Mind Bend;1086;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02001DB7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
6121;0x00;Mind Bomb;346;0b00001000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x0200C7C6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6122;0x00;Mind Burst;5612;0b00001000;0xFF;0b00000010;1;1;0x00;0;0;0x00;0x02008D9C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6123;0x00;Mind Control;10446;0b00000100;0xFF;0b00000100;2;3;0x00;0;0;0x00;0x0200BF38;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
6124;0x00;Mind Funeral;10317;0b00001000;0xFF;0b00000110;2;1;0x00;0;0;0x00;0x02002262;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
6125;0x00;Mind Games;3392;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x020035D1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
6126;0x00;Mind Grind;13009;0b00001000;0xFF;0b00000110;2;255;0x00;0;0;0x00;0x02009ACB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6127;0x00;Mind Maggots;3514;0b00000010;0xFF;0b00000010;1;3;0x00;2;2;0x00;0x020036A3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6128;0x00;Mind Over Matter;3515;0b00000100;0xFF;0b00000100;4;2;0x00;0;0;0x00;0x0200183F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0x00;0
6129;0x00;Mind Peel;3393;0b00001000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x0200A0FC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6130;0x00;Mind Rot;1087;0b00001000;0xFF;0b00000010;1;2;0x00;0;0;0x00;0x0200BE89;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
6131;0x00;Mind Sculpt;12592;0b00001000;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x020067E0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6132;0x00;Mind Shatter;9385;0b00001000;0xFF;0b00000010;2;255;0x00;0;0;0x00;0x02005692;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6133;0x00;Mind Slash;1088;0b00000100;0xFF;0b00000010;2;1;0x00;0;0;0x00;0x02001DBC;0b00000000;0b00000000;0b00000000;0b00000000;0b01000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;1
6134;0x00;Mind Sludge;1089;0b00001000;0xFF;0b00000010;1;4;0x00;0;0;0x00;0x02008F86;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
6135;0x00;Mind Stone;3009;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x0200135D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;2
6136;0x00;Mind Twist;162;0b00001000;0xFF;0b00000010;1;255;0x00;0;0;0x00;0x02005692;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;3
6137;0x00;Mind Unbound;11829;0b00000100;0xFF;0b00000100;2;4;0x00;0;0;0x00;0x02004044;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;2
6138;0x00;Mind's Desire;6552;0b00001000;0xFF;0b00000100;2;4;0x01;0;0;0x01;0x02001D03;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6139;0x00;Mind's Eye;6724;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x020052DC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6140;0x00;Mindbender Spores;2543;0b00000010;0xFF;0b00001000;1;2;0x00;0;1;0x00;0x02009E3B;0b00100000;0b00000000;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6141;0x00;Mindbreak Trap;10609;0b00100000;0xFF;0b00000100;2;2;0x01;0;0;0x01;0x02001C6D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
6142;0x00;Mindclaw Shaman;12593;0b00000010;0xFF;0b00010000;1;4;0x01;2;2;0x00;0x020067E5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6143;0x00;Mindcrank;11637;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02004710;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
6144;0x00;Mindculling;11638;0b00001000;0xFF;0b00000100;1;5;0x00;0;0;0x00;0x02004715;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b11111001;0b00000000;0x00;0
6145;0x00;Mindeye Drake;13010;0b00000010;0xFF;0b00000100;1;4;0x00;2;5;0x00;0x0200987D;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6146;0x00;Mindlash Sliver;8605;0b00000010;0xFF;0b00000010;1;0;0x00;1;1;0x00;0x0200701E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11001000;0b00000000;0x00;0
6147;0x00;Mindleech Mass;7901;0b00000010;0xFF;0b00000110;3;5;0x01;6;6;0x00;0x020069BB;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6148;0x00;Mindless Automaton;3516;0b01000010;0xFF;0b00000001;0;4;0x00;16384;16384;0x00;0x020036A8;0b00000000;0b00000000;0b00000000;0b00000000;0b00111001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;1
6149;0x00;Mindless Null;10610;0b00000010;0x02;0b00000010;1;2;0x00;2;2;0x00;0x02001AC9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6150;0x00;Mindlock Orb;10015;0b01000000;0xFF;0b00000100;1;3;0x01;0;0;0x00;0x020081E9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6151;0x00;Mindmoil;7902;0b00000100;0xFF;0b00010000;1;4;0x00;0;0;0x00;0x020069C0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6152;0x00;Mindreaver;13750;0b00000010;0xFF;0b00000100;2;0;0x00;2;1;0x00;0x02002744;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b01000000;0b00000000;0b00000000;0b00000000;0b11111001;0b00000000;0x00;0
6153;0x00;Minds Aglow;11728;0b00001000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02006556;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6154;0x00;Mindshrieker;12023;0b00000010;0xFF;0b00000100;1;1;0x00;1;1;0x00;0x02003DF6;0b00100000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;1
6155;0x00;Mindslicer;5613;0b00000010;0xFF;0b00000010;2;2;0x00;4;3;0x00;0x020055A7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6156;0x00;Mindsparker;13316;0b00000010;0xFF;0b00010000;2;1;0x00;3;2;0x00;0x0200ABA1;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6157;0x00;Mindstab Thrull;1808;0b00000010;0xFF;0b00000010;2;1;0x00;2;2;0x00;0x02001E1B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6158;0x00;Mindstatic;13180;0b00010000;0xFF;0b00000100;1;3;0x00;0;0;0x00;0x0200A755;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
6159;0x00;Mindswipe;14328;0b00010000;0xFF;0b00010100;2;255;0x00;0;0;0x00;0x0200CF05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
6160;0x00;Mindwarper;3394;0b00000010;0xFF;0b00000010;2;2;0x00;0;0;0x00;0x0200A101;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
6161;0x00;Mindwhip Sliver;3202;0b00000010;0xFF;0b00000010;1;2;0x00;2;2;0x00;0x0200A057;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6162;0x00;Mindwrack Liege;9824;0b00000010;0xFF;0b00010100;3;3;0x01;4;4;0x01;0x02007FFA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00110001;0b00000000;0x00;0
6163;0x00;Mine Excavation;9604;0b00001000;0xFF;0b00100000;1;1;0x13;0;0;0x00;0x02007DCA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6164;0x00;Miner's Bane;14138;0b00000010;0xFF;0b00010000;2;4;0x00;6;3;0x00;0x0200C97E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
6165;0x00;Minion;14918;0b00000010;0xFF;0b00000010;0;0;0x00;16384;16384;0x00;0x0200232F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6166;0x00;Minion of Leshrac;2036;0b00000010;0xFF;0b00000010;3;4;0x00;5;5;0x00;0x02002E2E;0b00000000;0b00001000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
6167;0x00;Minion of Tevesh Szat;2037;0b00000010;0xFF;0b00000010;3;4;0x00;4;4;0x00;0x02002E33;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
6168;0x00;Minion of the Wastes;3203;0b00000010;0xFF;0b00000010;3;3;0x00;16384;16384;0x00;0x020034C3;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6169;0x00;Minion Reflector;10016;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x020081EE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
6170;0x00;Minions' Murmurs;8975;0b00001000;0xFF;0b00000010;2;2;0x00;0;0;0x00;0x020073A7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6171;0x00;Minor Demon;888;0b00000010;0xFF;0b00010010;0;0;0x00;1;1;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
6172;0x00;Minotaur;14919;0b00000010;0xFF;0b00010000;0;0;0x00;2;3;0x00;0x020076A4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
6173;0x00;Minotaur Abomination;13317;0b00000010;0xFF;0b00000010;2;4;0x00;4;6;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6174;0x00;Minotaur Aggressor;12773;0b00000010;0xFF;0b00010000;1;6;0x00;6;2;0x00;0x0200BB46;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6175;0x00;Minotaur Explorer;5615;0b00000010;0xFF;0b00010000;1;1;0x00;3;3;0x00;0x02008DA1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6176;0x00;Minotaur Skullcleaver;13485;0b00000010;0xFF;0b00010000;1;2;0x00;2;2;0x00;0x0200AF9D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6177;0x00;Minotaur Warrior;2891;0b00000010;0xFF;0b00010000;1;2;0x00;2;3;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6178;0x00;Miracle Worker;941;0b00000010;0xFF;0b00100000;1;0;0x00;1;1;0x00;0x0200C7CB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;1
6179;0x00;Miraculous Recovery;2743;0b00010000;0xFF;0b00100000;1;4;0x00;0;0;0x00;0x020031FD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001010;0b00000000;0x00;1
6180;0x00;Mirari;5616;0b01000000;0x0E;0b00000001;0;5;0x01;0;0;0x01;0x02003A6D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;3
6181;0x00;Mirari's Wake;5975;0b00000100;0xFF;0b00101000;2;3;0x00;0;0;0x00;0x02002839;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;-1
6182;0x00;Mire Blight;10611;0b00000100;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x02001934;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
6183;0x00;Mire Boa;1307;0b00000010;0xFF;0b00001000;1;1;0x00;2;1;0x00;0x0200C17C;0b00000001;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;1
6184;0x00;Miren, the Moaning Well;7696;0b00000001;0x0F;0b00000001;0;0;0x00;0;0;0x00;0x02004148;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
6185;0x00;Mirko Vosk, Mind Drinker;13181;0b00000010;0x0E;0b00000110;2;3;0x00;2;4;0x00;0x0200A610;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6186;0x00;Mirran Crusader;11480;0b00000010;0xFF;0b00100000;2;1;0x00;2;2;0x00;0x401000;0b00000000;0b00101001;0b00000000;0b01000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;3
6187;0x00;Mirran Mettle;11481;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x0200453F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;3
6188;0x00;Mirran Spy;11482;0b00000010;0xFF;0b00000100;1;2;0x00;1;3;0x00;0x02004544;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
